"","month_year","water_year","month","season","position","Probability_Threshold","n_days"
"39",2013-06-01,2013,6,"critical","MC","Low",0
"40",2014-06-01,2014,6,"critical","MC","Low",0
"41",2015-06-01,2015,6,"critical","MC","Low",0
"42",2016-06-01,2016,6,"critical","MC","Low",0
"43",2010-07-01,2010,7,"critical","MC","Low",0
"44",2011-07-01,2011,7,"critical","MC","Low",0
"45",2012-07-01,2012,7,"critical","MC","Low",0
"46",2013-07-01,2013,7,"critical","MC","Low",0
"47",2014-07-01,2014,7,"critical","MC","Low",0
"48",2015-07-01,2015,7,"critical","MC","Low",0
"49",2016-07-01,2016,7,"critical","MC","Low",0
"50",2010-08-01,2010,8,"critical","MC","Low",0
"51",2011-08-01,2011,8,"critical","MC","Low",0
"52",2012-08-01,2012,8,"critical","MC","Low",0
"53",2013-08-01,2013,8,"critical","MC","Low",0
"54",2014-08-01,2014,8,"critical","MC","Low",0
"55",2015-08-01,2015,8,"critical","MC","Low",0
"56",2016-08-01,2016,8,"critical","MC","Low",0
"57",2010-09-01,2010,9,"critical","MC","Low",0
"58",2011-09-01,2011,9,"critical","MC","Low",0
"59",2012-09-01,2012,9,"critical","MC","Low",0
"60",2013-09-01,2013,9,"critical","MC","Low",0
"61",2014-09-01,2014,9,"critical","MC","Low",0
"62",2015-09-01,2015,9,"critical","MC","Low",0
"63",2016-09-01,2016,9,"critical","MC","Low",0
"64",2010-10-01,2010,10,"non_critical","MC","Low",3
"65",2011-10-01,2011,10,"non_critical","MC","Low",1
"66",2012-10-01,2012,10,"non_critical","MC","Low",1
"67",2013-10-01,2013,10,"non_critical","MC","Low",0
"68",2014-10-01,2014,10,"non_critical","MC","Low",0
"69",2015-10-01,2015,10,"non_critical","MC","Low",0
"70",2016-10-01,2016,10,"non_critical","MC","Low",1
"71",2010-11-01,2010,11,"non_critical","MC","Low",1
"72",2011-11-01,2011,11,"non_critical","MC","Low",3
"73",2012-11-01,2012,11,"non_critical","MC","Low",1
"74",2013-11-01,2013,11,"non_critical","MC","Low",1
"75",2014-11-01,2014,11,"non_critical","MC","Low",2
"76",2015-11-01,2015,11,"non_critical","MC","Low",0
"77",2016-11-01,2016,11,"non_critical","MC","Low",3
"78",2010-12-01,2010,12,"non_critical","MC","Low",13
"79",2011-12-01,2011,12,"non_critical","MC","Low",1
"80",2012-12-01,2012,12,"non_critical","MC","Low",5
"81",2013-12-01,2013,12,"non_critical","MC","Low",1
"82",2014-12-01,2014,12,"non_critical","MC","Low",7
"83",2015-12-01,2015,12,"non_critical","MC","Low",2
"84",2016-12-01,2016,12,"non_critical","MC","Low",7
"85",2010-01-01,2010,1,"non_critical","MC","Medium",0
"86",2011-01-01,2011,1,"non_critical","MC","Medium",2
"87",2012-01-01,2012,1,"non_critical","MC","Medium",1
"88",2013-01-01,2013,1,"non_critical","MC","Medium",0
"89",2014-01-01,2014,1,"non_critical","MC","Medium",1
"90",2015-01-01,2015,1,"non_critical","MC","Medium",3
"91",2016-01-01,2016,1,"non_critical","MC","Medium",8
"92",2010-02-01,2010,2,"non_critical","MC","Medium",2
"93",2011-02-01,2011,2,"non_critical","MC","Medium",0
"94",2012-02-01,2012,2,"non_critical","MC","Medium",0
"95",2013-02-01,2013,2,"non_critical","MC","Medium",2
"96",2014-02-01,2014,2,"non_critical","MC","Medium",0
"97",2015-02-01,2015,2,"non_critical","MC","Medium",1
"98",2016-02-01,2016,2,"non_critical","MC","Medium",3
"99",2010-03-01,2010,3,"non_critical","MC","Medium",3
"100",2011-03-01,2011,3,"non_critical","MC","Medium",2
"101",2012-03-01,2012,3,"non_critical","MC","Medium",1
"102",2013-03-01,2013,3,"non_critical","MC","Medium",1
"103",2014-03-01,2014,3,"non_critical","MC","Medium",1
"104",2015-03-01,2015,3,"non_critical","MC","Medium",3
"105",2016-03-01,2016,3,"non_critical","MC","Medium",0
"106",2010-04-01,2010,4,"critical","MC","Medium",0
"107",2011-04-01,2011,4,"critical","MC","Medium",2
"108",2012-04-01,2012,4,"critical","MC","Medium",0
"109",2013-04-01,2013,4,"critical","MC","Medium",0
"110",2014-04-01,2014,4,"critical","MC","Medium",0
"111",2015-04-01,2015,4,"critical","MC","Medium",0
"112",2016-04-01,2016,4,"critical","MC","Medium",0
"113",2010-05-01,2010,5,"critical","MC","Medium",0
"114",2011-05-01,2011,5,"critical","MC","Medium",0
"115",2012-05-01,2012,5,"critical","MC","Medium",0
"116",2013-05-01,2013,5,"critical","MC","Medium",0
"117",2014-05-01,2014,5,"critical","MC","Medium",1
"118",2015-05-01,2015,5,"critical","MC","Medium",0
"119",2016-05-01,2016,5,"critical","MC","Medium",0
"120",2010-06-01,2010,6,"critical","MC","Medium",0
"121",2011-06-01,2011,6,"critical","MC","Medium",0
"122",2012-06-01,2012,6,"critical","MC","Medium",0
"123",2013-06-01,2013,6,"critical","MC","Medium",0
"124",2014-06-01,2014,6,"critical","MC","Medium",0
"125",2015-06-01,2015,6,"critical","MC","Medium",0
"126",2016-06-01,2016,6,"critical","MC","Medium",0
"127",2010-07-01,2010,7,"critical","MC","Medium",0
"128",2011-07-01,2011,7,"critical","MC","Medium",0
"129",2012-07-01,2012,7,"critical","MC","Medium",0
"130",2013-07-01,2013,7,"critical","MC","Medium",0
"131",2014-07-01,2014,7,"critical","MC","Medium",0
"132",2015-07-01,2015,7,"critical","MC","Medium",0
"133",2016-07-01,2016,7,"critical","MC","Medium",0
"134",2010-08-01,2010,8,"critical","MC","Medium",0
"135",2011-08-01,2011,8,"critical","MC","Medium",0
"136",2012-08-01,2012,8,"critical","MC","Medium",0
"137",2013-08-01,2013,8,"critical","MC","Medium",0
"138",2014-08-01,2014,8,"critical","MC","Medium",0
"139",2015-08-01,2015,8,"critical","MC","Medium",0
"140",2016-08-01,2016,8,"critical","MC","Medium",0
"141",2010-09-01,2010,9,"critical","MC","Medium",0
"142",2011-09-01,2011,9,"critical","MC","Medium",0
"143",2012-09-01,2012,9,"critical","MC","Medium",0
"144",2013-09-01,2013,9,"critical","MC","Medium",0
"145",2014-09-01,2014,9,"critical","MC","Medium",0
"146",2015-09-01,2015,9,"critical","MC","Medium",0
"147",2016-09-01,2016,9,"critical","MC","Medium",0
"148",2010-10-01,2010,10,"non_critical","MC","Medium",1
"149",2011-10-01,2011,10,"non_critical","MC","Medium",1
"150",2012-10-01,2012,10,"non_critical","MC","Medium",1
"151",2013-10-01,2013,10,"non_critical","MC","Medium",0
"152",2014-10-01,2014,10,"non_critical","MC","Medium",0
"153",2015-10-01,2015,10,"non_critical","MC","Medium",0
"154",2016-10-01,2016,10,"non_critical","MC","Medium",1
"155",2010-11-01,2010,11,"non_critical","MC","Medium",0
"156",2011-11-01,2011,11,"non_critical","MC","Medium",1
"157",2012-11-01,2012,11,"non_critical","MC","Medium",0
"158",2013-11-01,2013,11,"non_critical","MC","Medium",0
"159",2014-11-01,2014,11,"non_critical","MC","Medium",0
"160",2015-11-01,2015,11,"non_critical","MC","Medium",0
"161",2016-11-01,2016,11,"non_critical","MC","Medium",1
"162",2010-12-01,2010,12,"non_critical","MC","Medium",10
"163",2011-12-01,2011,12,"non_critical","MC","Medium",1
"164",2012-12-01,2012,12,"non_critical","MC","Medium",2
"165",2013-12-01,2013,12,"non_critical","MC","Medium",0
"166",2014-12-01,2014,12,"non_critical","MC","Medium",3
"167",2015-12-01,2015,12,"non_critical","MC","Medium",1
"168",2016-12-01,2016,12,"non_critical","MC","Medium",6
"169",2010-01-01,2010,1,"non_critical","MC","High",0
"170",2011-01-01,2011,1,"non_critical","MC","High",1
"171",2012-01-01,2012,1,"non_critical","MC","High",1
"172",2013-01-01,2013,1,"non_critical","MC","High",0
"173",2014-01-01,2014,1,"non_critical","MC","High",0
"174",2015-01-01,2015,1,"non_critical","MC","High",2
"175",2016-01-01,2016,1,"non_critical","MC","High",7
"176",2010-02-01,2010,2,"non_critical","MC","High",2
"177",2011-02-01,2011,2,"non_critical","MC","High",0
"178",2012-02-01,2012,2,"non_critical","MC","High",0
"179",2013-02-01,2013,2,"non_critical","MC","High",3
"180",2014-02-01,2014,2,"non_critical","MC","High",0
"181",2015-02-01,2015,2,"non_critical","MC","High",1
"182",2016-02-01,2016,2,"non_critical","MC","High",3
"183",2010-03-01,2010,3,"non_critical","MC","High",3
"184",2011-03-01,2011,3,"non_critical","MC","High",1
"185",2012-03-01,2012,3,"non_critical","MC","High",0
"186",2013-03-01,2013,3,"non_critical","MC","High",1
"187",2014-03-01,2014,3,"non_critical","MC","High",1
"188",2015-03-01,2015,3,"non_critical","MC","High",3
"189",2016-03-01,2016,3,"non_critical","MC","High",0
"190",2010-04-01,2010,4,"critical","MC","High",0
"191",2011-04-01,2011,4,"critical","MC","High",2
"192",2012-04-01,2012,4,"critical","MC","High",0
"193",2013-04-01,2013,4,"critical","MC","High",0
"194",2014-04-01,2014,4,"critical","MC","High",0
"195",2015-04-01,2015,4,"critical","MC","High",0
"196",2016-04-01,2016,4,"critical","MC","High",0
"197",2010-05-01,2010,5,"critical","MC","High",0
"198",2011-05-01,2011,5,"critical","MC","High",0
"199",2012-05-01,2012,5,"critical","MC","High",0
"200",2013-05-01,2013,5,"critical","MC","High",0
"201",2014-05-01,2014,5,"critical","MC","High",0
"202",2015-05-01,2015,5,"critical","MC","High",0
"203",2016-05-01,2016,5,"critical","MC","High",0
"204",2010-06-01,2010,6,"critical","MC","High",0
"205",2011-06-01,2011,6,"critical","MC","High",0
"206",2012-06-01,2012,6,"critical","MC","High",0
"207",2013-06-01,2013,6,"critical","MC","High",0
"208",2014-06-01,2014,6,"critical","MC","High",0
"209",2015-06-01,2015,6,"critical","MC","High",0
"210",2016-06-01,2016,6,"critical","MC","High",0
"211",2010-07-01,2010,7,"critical","MC","High",0
"212",2011-07-01,2011,7,"critical","MC","High",0
"213",2012-07-01,2012,7,"critical","MC","High",0
"214",2013-07-01,2013,7,"critical","MC","High",0
"215",2014-07-01,2014,7,"critical","MC","High",0
"216",2015-07-01,2015,7,"critical","MC","High",0
"217",2016-07-01,2016,7,"critical","MC","High",0
"218",2010-08-01,2010,8,"critical","MC","High",0
"219",2011-08-01,2011,8,"critical","MC","High",0
"220",2012-08-01,2012,8,"critical","MC","High",0
"221",2013-08-01,2013,8,"critical","MC","High",0
"222",2014-08-01,2014,8,"critical","MC","High",0
"223",2015-08-01,2015,8,"critical","MC","High",0
"224",2016-08-01,2016,8,"critical","MC","High",0
"225",2010-09-01,2010,9,"critical","MC","High",0
"226",2011-09-01,2011,9,"critical","MC","High",0
"227",2012-09-01,2012,9,"critical","MC","High",0
"228",2013-09-01,2013,9,"critical","MC","High",0
"229",2014-09-01,2014,9,"critical","MC","High",0
"230",2015-09-01,2015,9,"critical","MC","High",0
"231",2016-09-01,2016,9,"critical","MC","High",0
"232",2010-10-01,2010,10,"non_critical","MC","High",0
"233",2011-10-01,2011,10,"non_critical","MC","High",1
"234",2012-10-01,2012,10,"non_critical","MC","High",0
"235",2013-10-01,2013,10,"non_critical","MC","High",0
"236",2014-10-01,2014,10,"non_critical","MC","High",0
"237",2015-10-01,2015,10,"non_critical","MC","High",0
"238",2016-10-01,2016,10,"non_critical","MC","High",0
"239",2010-11-01,2010,11,"non_critical","MC","High",0
"240",2011-11-01,2011,11,"non_critical","MC","High",1
"241",2012-11-01,2012,11,"non_critical","MC","High",0
"242",2013-11-01,2013,11,"non_critical","MC","High",0
"243",2014-11-01,2014,11,"non_critical","MC","High",0
"244",2015-11-01,2015,11,"non_critical","MC","High",0
"245",2016-11-01,2016,11,"non_critical","MC","High",1
"246",2010-12-01,2010,12,"non_critical","MC","High",9
"247",2011-12-01,2011,12,"non_critical","MC","High",1
"248",2012-12-01,2012,12,"non_critical","MC","High",1
"249",2013-12-01,2013,12,"non_critical","MC","High",0
"250",2014-12-01,2014,12,"non_critical","MC","High",3
"251",2015-12-01,2015,12,"non_critical","MC","High",0
"252",2016-12-01,2016,12,"non_critical","MC","High",3
